yearid,lgid,teamid,franchid,divid,rank,wswin,name,park,attendance,teamidbr
1941,AL,DET,DET,,4,N,Detroit Tigers,Briggs Stadium,684915,DET
1941,NL,NY1,SFG,,5,N,New York Giants,Polo Grounds IV,763098,NYG
1941,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,964722,NYY
1941,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,528894,PHA
1941,NL,PHI,PHI,,8,N,Philadelphia Phillies,Shibe Park,231401,PHI
1941,NL,PIT,PIT,,4,N,Pittsburgh Pirates,Forbes Field,482241,PIT
1941,AL,SLA,BAL,,6,N,St. Louis Browns,Sportsman's Park IV,176240,SLB
1941,NL,SLN,STL,,2,N,St. Louis Cardinals,Sportsman's Park IV,633645,STL
1941,AL,WS1,MIN,,6,N,Washington Senators,Griffith Stadium I,415663,WSH
1942,AL,BOS,BOS,,2,N,Boston Red Sox,Fenway Park II,730340,BOS
1942,NL,BRO,LAD,,2,N,Brooklyn Dodgers,Ebbets Field,1037765,BRO
1942,NL,BSN,ATL,,7,N,Boston Braves,Braves Field,285332,BSN
1942,AL,CHA,CHW,,6,N,Chicago White Sox,Comiskey Park,425734,CHW
1942,NL,CHN,CHC,,6,N,Chicago Cubs,Wrigley Field,590972,CHC
1942,NL,CIN,CIN,,4,N,Cincinnati Reds,Crosley Field,427031,CIN
1942,AL,CLE,CLE,,4,N,Cleveland Indians,League Park II/Cleveland Stadium,459447,CLE
1942,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,580087,DET
1942,NL,NY1,SFG,,3,N,New York Giants,Polo Grounds IV,779621,NYG
1942,AL,NYA,NYY,,1,N,New York Yankees,Yankee Stadium I,922011,NYY
1942,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,423487,PHA
1942,NL,PHI,PHI,,8,N,Philadelphia Phillies,Shibe Park,230183,PHI
1942,NL,PIT,PIT,,5,N,Pittsburgh Pirates,Forbes Field,448897,PIT
1942,AL,SLA,BAL,,3,N,St. Louis Browns,Sportsman's Park IV,255617,SLB
1942,NL,SLN,STL,,1,Y,St. Louis Cardinals,Sportsman's Park IV,553552,STL
1942,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium I,403493,WSH
1943,AL,BOS,BOS,,7,N,Boston Red Sox,Fenway Park II,358275,BOS
1943,NL,BRO,LAD,,3,N,Brooklyn Dodgers,Ebbets Field,661739,BRO
1943,NL,BSN,ATL,,6,N,Boston Braves,Braves Field,271289,BSN
1943,AL,CHA,CHW,,4,N,Chicago White Sox,Comiskey Park,508962,CHW
1943,NL,CHN,CHC,,5,N,Chicago Cubs,Wrigley Field,508247,CHC
1943,NL,CIN,CIN,,2,N,Cincinnati Reds,Crosley Field,379122,CIN
1943,AL,CLE,CLE,,3,N,Cleveland Indians,League Park II/Cleveland Stadium,438894,CLE
1943,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,606287,DET
1943,NL,NY1,SFG,,8,N,New York Giants,Polo Grounds IV,466095,NYG
1943,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,618330,NYY
1943,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,376735,PHA
1943,NL,PHI,PHI,,7,N,Philadelphia Blue Jays,Shibe Park,466975,PHI
1943,NL,PIT,PIT,,4,N,Pittsburgh Pirates,Forbes Field,498740,PIT
1943,AL,SLA,BAL,,6,N,St. Louis Browns,Sportsman's Park IV,214392,SLB
1943,NL,SLN,STL,,1,N,St. Louis Cardinals,Sportsman's Park IV,517135,STL
1943,AL,WS1,MIN,,2,N,Washington Senators,Griffith Stadium I,574694,WSH
1944,AL,BOS,BOS,,4,N,Boston Red Sox,Fenway Park II,506975,BOS
1944,NL,BRO,LAD,,7,N,Brooklyn Dodgers,Ebbets Field,605905,BRO
1944,NL,BSN,ATL,,6,N,Boston Braves,Braves Field,208691,BSN
1944,AL,CHA,CHW,,7,N,Chicago White Sox,Comiskey Park,563539,CHW
1944,NL,CHN,CHC,,4,N,Chicago Cubs,Wrigley Field,640110,CHC
1944,NL,CIN,CIN,,3,N,Cincinnati Reds,Crosley Field,409567,CIN
1944,AL,CLE,CLE,,5,N,Cleveland Indians,League Park II/Cleveland Stadium,475272,CLE
1944,AL,DET,DET,,2,N,Detroit Tigers,Briggs Stadium,923176,DET
1944,NL,NY1,SFG,,5,N,New York Giants,Polo Grounds IV,674483,NYG
1944,AL,NYA,NYY,,3,N,New York Yankees,Yankee Stadium I,789995,NYY
1944,AL,PHA,OAK,,5,N,Philadelphia Athletics,Shibe Park,505322,PHA
1944,NL,PHI,PHI,,8,N,Philadelphia Blue Jays,Shibe Park,369586,PHI
1944,NL,PIT,PIT,,2,N,Pittsburgh Pirates,Forbes Field,604278,PIT
1944,AL,SLA,BAL,,1,N,St. Louis Browns,Sportsman's Park IV,508644,SLB
1944,NL,SLN,STL,,1,Y,St. Louis Cardinals,Sportsman's Park IV,461968,STL
1944,AL,WS1,MIN,,8,N,Washington Senators,Griffith Stadium I,525235,WSH
1945,AL,BOS,BOS,,7,N,Boston Red Sox,Fenway Park II,603794,BOS
1945,NL,BRO,LAD,,3,N,Brooklyn Dodgers,Ebbets Field,1059220,BRO
1945,NL,BSN,ATL,,6,N,Boston Braves,Braves Field,374178,BSN
1945,AL,CHA,CHW,,6,N,Chicago White Sox,Comiskey Park,657981,CHW
1945,NL,CHN,CHC,,1,N,Chicago Cubs,Wrigley Field,1036386,CHC
1945,NL,CIN,CIN,,7,N,Cincinnati Reds,Crosley Field,290070,CIN
1945,AL,CLE,CLE,,5,N,Cleveland Indians,League Park II/Cleveland Stadium,558182,CLE
1945,AL,DET,DET,,1,Y,Detroit Tigers,Briggs Stadium,1280341,DET
1945,NL,NY1,SFG,,5,N,New York Giants,Polo Grounds IV,1016468,NYG
1945,AL,NYA,NYY,,4,N,New York Yankees,Yankee Stadium I,881845,NYY
1945,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,462631,PHA
1945,NL,PHI,PHI,,8,N,Philadelphia Phillies,Shibe Park,285057,PHI
1945,NL,PIT,PIT,,4,N,Pittsburgh Pirates,Forbes Field,604694,PIT
1945,AL,SLA,BAL,,3,N,St. Louis Browns,Sportsman's Park IV,482986,SLB
1945,NL,SLN,STL,,2,N,St. Louis Cardinals,Sportsman's Park IV,594630,STL
1945,AL,WS1,MIN,,2,N,Washington Senators,Griffith Stadium I,652660,WSH
1946,AL,BOS,BOS,,1,N,Boston Red Sox,Fenway Park II,1416944,BOS
1946,NL,BRO,LAD,,2,N,Brooklyn Dodgers,Ebbets Field,1796824,BRO
1946,NL,BSN,ATL,,4,N,Boston Braves,Braves Field,969673,BSN
1946,AL,CHA,CHW,,5,N,Chicago White Sox,Comiskey Park,983403,CHW
1946,NL,CHN,CHC,,3,N,Chicago Cubs,Wrigley Field,1342970,CHC
1946,NL,CIN,CIN,,6,N,Cincinnati Reds,Crosley Field,715751,CIN
1946,AL,CLE,CLE,,6,N,Cleveland Indians,League Park II/Cleveland Stadium,1057289,CLE
1946,AL,DET,DET,,2,N,Detroit Tigers,Briggs Stadium,1722590,DET
1946,NL,NY1,SFG,,8,N,New York Giants,Polo Grounds IV,1219873,NYG
1946,AL,NYA,NYY,,3,N,New York Yankees,Yankee Stadium I,2265512,NYY
1946,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,621793,PHA
1946,NL,PHI,PHI,,5,N,Philadelphia Phillies,Shibe Park,1045247,PHI
1946,NL,PIT,PIT,,7,N,Pittsburgh Pirates,Forbes Field,749962,PIT
1946,AL,SLA,BAL,,7,N,St. Louis Browns,Sportsman's Park IV,526435,SLB
1946,NL,SLN,STL,,1,Y,St. Louis Cardinals,Sportsman's Park IV,1061807,STL
1946,AL,WS1,MIN,,4,N,Washington Senators,Griffith Stadium I,1027216,WSH
1947,AL,BOS,BOS,,3,N,Boston Red Sox,Fenway Park II,1427315,BOS
1947,NL,BRO,LAD,,1,N,Brooklyn Dodgers,Ebbets Field,1807526,BRO
1947,NL,BSN,ATL,,3,N,Boston Braves,Braves Field,1277361,BSN
1947,AL,CHA,CHW,,6,N,Chicago White Sox,Comiskey Park,876948,CHW
1947,NL,CHN,CHC,,6,N,Chicago Cubs,Wrigley Field,1364039,CHC
1947,NL,CIN,CIN,,5,N,Cincinnati Reds,Crosley Field,899975,CIN
1947,AL,CLE,CLE,,4,N,Cleveland Indians,Cleveland Stadium,1521978,CLE
1947,AL,DET,DET,,2,N,Detroit Tigers,Briggs Stadium,1398093,DET
1947,NL,NY1,SFG,,4,N,New York Giants,Polo Grounds IV,1600793,NYG
1947,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,2178937,NYY
1947,AL,PHA,OAK,,5,N,Philadelphia Athletics,Shibe Park,911566,PHA
1947,NL,PHI,PHI,,7,N,Philadelphia Phillies,Shibe Park,907332,PHI
1947,NL,PIT,PIT,,7,N,Pittsburgh Pirates,Forbes Field,1283531,PIT
1947,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park IV,320474,SLB
1947,NL,SLN,STL,,2,N,St. Louis Cardinals,Sportsman's Park IV,1247913,STL
1947,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium I,850758,WSH
1948,AL,BOS,BOS,,2,N,Boston Red Sox,Fenway Park II,1558798,BOS
1948,NL,BRO,LAD,,3,N,Brooklyn Dodgers,Ebbets Field,1398967,BRO
1948,NL,BSN,ATL,,1,N,Boston Braves,Braves Field,1455439,BSN
1948,AL,CHA,CHW,,8,N,Chicago White Sox,Comiskey Park,777844,CHW
1948,NL,CHN,CHC,,8,N,Chicago Cubs,Wrigley Field,1237792,CHC
1948,NL,CIN,CIN,,7,N,Cincinnati Reds,Crosley Field,823386,CIN
1948,AL,CLE,CLE,,1,Y,Cleveland Indians,Cleveland Stadium,2620627,CLE
1948,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,1743035,DET
1948,NL,NY1,SFG,,5,N,New York Giants,Polo Grounds IV,1459269,NYG
1948,AL,NYA,NYY,,3,N,New York Yankees,Yankee Stadium I,2373901,NYY
1948,AL,PHA,OAK,,4,N,Philadelphia Athletics,Shibe Park,945076,PHA
1948,NL,PHI,PHI,,6,N,Philadelphia Phillies,Shibe Park,767429,PHI
1948,NL,PIT,PIT,,4,N,Pittsburgh Pirates,Forbes Field,1517021,PIT
1948,AL,SLA,BAL,,6,N,St. Louis Browns,Sportsman's Park IV,335564,SLB
1948,NL,SLN,STL,,2,N,St. Louis Cardinals,Sportsman's Park IV,1111440,STL
1948,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium I,795254,WSH
1949,AL,BOS,BOS,,2,N,Boston Red Sox,Fenway Park II,1596650,BOS
1949,NL,BRO,LAD,,1,N,Brooklyn Dodgers,Ebbets Field,1633747,BRO
1949,NL,BSN,ATL,,4,N,Boston Braves,Braves Field,1081795,BSN
1949,AL,CHA,CHW,,6,N,Chicago White Sox,Comiskey Park,937151,CHW
1949,NL,CHN,CHC,,8,N,Chicago Cubs,Wrigley Field,1143139,CHC
1949,NL,CIN,CIN,,7,N,Cincinnati Reds,Crosley Field,707782,CIN
1949,AL,CLE,CLE,,3,N,Cleveland Indians,Cleveland Stadium,2233771,CLE
1949,AL,DET,DET,,4,N,Detroit Tigers,Briggs Stadium,1821204,DET
1949,NL,NY1,SFG,,5,N,New York Giants,Polo Grounds IV,1218446,NYG
1949,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,2283676,NYY
1949,AL,PHA,OAK,,5,N,Philadelphia Athletics,Shibe Park,816514,PHA
1949,NL,PHI,PHI,,3,N,Philadelphia Phillies,Shibe Park,819698,PHI
1949,NL,PIT,PIT,,6,N,Pittsburgh Pirates,Forbes Field,1449435,PIT
1949,AL,SLA,BAL,,7,N,St. Louis Browns,Sportsman's Park IV,270936,SLB
1949,NL,SLN,STL,,2,N,St. Louis Cardinals,Sportsman's Park IV,1430676,STL
1949,AL,WS1,MIN,,8,N,Washington Senators,Griffith Stadium I,770745,WSH
1950,AL,BOS,BOS,,3,N,Boston Red Sox,Fenway Park II,1344080,BOS
1950,NL,BRO,LAD,,2,N,Brooklyn Dodgers,Ebbets Field,1185896,BRO
1950,NL,BSN,ATL,,4,N,Boston Braves,Braves Field,944391,BSN
1950,AL,CHA,CHW,,6,N,Chicago White Sox,Comiskey Park,781330,CHW
1950,NL,CHN,CHC,,7,N,Chicago Cubs,Wrigley Field,1165944,CHC
1950,NL,CIN,CIN,,6,N,Cincinnati Reds,Crosley Field,538794,CIN
1950,AL,CLE,CLE,,4,N,Cleveland Indians,Cleveland Stadium,1727464,CLE
1950,AL,DET,DET,,2,N,Detroit Tigers,Briggs Stadium,1951474,DET
1950,NL,NY1,SFG,,3,N,New York Giants,Polo Grounds IV,1008878,NYG
1950,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,2081380,NYY
1950,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,309805,PHA
1950,NL,PHI,PHI,,1,N,Philadelphia Phillies,Shibe Park,1217035,PHI
1950,NL,PIT,PIT,,8,N,Pittsburgh Pirates,Forbes Field,1166267,PIT
1950,AL,SLA,BAL,,7,N,St. Louis Browns,Sportsman's Park IV,247131,SLB
1950,NL,SLN,STL,,5,N,St. Louis Cardinals,Sportsman's Park IV,1093411,STL
1950,AL,WS1,MIN,,5,N,Washington Senators,Griffith Stadium I,699697,WSH
1951,AL,BOS,BOS,,3,N,Boston Red Sox,Fenway Park II,1312282,BOS
1951,NL,BRO,LAD,,2,N,Brooklyn Dodgers,Ebbets Field,1282628,BRO
1951,NL,BSN,ATL,,4,N,Boston Braves,Braves Field,487475,BSN
1951,AL,CHA,CHW,,4,N,Chicago White Sox,Comiskey Park,1328234,CHW
1951,NL,CHN,CHC,,8,N,Chicago Cubs,Wrigley Field,894415,CHC
1951,NL,CIN,CIN,,6,N,Cincinnati Reds,Crosley Field,588268,CIN
1951,AL,CLE,CLE,,2,N,Cleveland Indians,Cleveland Stadium,1704984,CLE
1951,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,1132641,DET
1951,NL,NY1,SFG,,1,N,New York Giants,Polo Grounds IV,1059539,NYG
1951,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,1950107,NYY
1951,AL,PHA,OAK,,6,N,Philadelphia Athletics,Shibe Park,465469,PHA
1951,NL,PHI,PHI,,5,N,Philadelphia Phillies,Shibe Park,937658,PHI
1951,NL,PIT,PIT,,7,N,Pittsburgh Pirates,Forbes Field,980590,PIT
1951,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park IV,293790,SLB
1951,NL,SLN,STL,,3,N,St. Louis Cardinals,Sportsman's Park IV,1013429,STL
1951,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium I,695167,WSH
1952,AL,BOS,BOS,,6,N,Boston Red Sox,Fenway Park II,1115750,BOS
1952,NL,BRO,LAD,,1,N,Brooklyn Dodgers,Ebbets Field,1088704,BRO
1952,NL,BSN,ATL,,7,N,Boston Braves,Braves Field,281278,BSN
1952,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,1231675,CHW
1952,NL,CHN,CHC,,5,N,Chicago Cubs,Wrigley Field,1024826,CHC
1952,NL,CIN,CIN,,6,N,Cincinnati Reds,Crosley Field,604197,CIN
1952,AL,CLE,CLE,,2,N,Cleveland Indians,Cleveland Stadium,1444607,CLE
1952,AL,DET,DET,,8,N,Detroit Tigers,Briggs Stadium,1026846,DET
1952,NL,NY1,SFG,,2,N,New York Giants,Polo Grounds IV,984940,NYG
1952,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,1629665,NYY
1952,AL,PHA,OAK,,4,N,Philadelphia Athletics,Shibe Park,627100,PHA
1952,NL,PHI,PHI,,4,N,Philadelphia Phillies,Shibe Park,755417,PHI
1952,NL,PIT,PIT,,8,N,Pittsburgh Pirates,Forbes Field,686673,PIT
1952,AL,SLA,BAL,,7,N,St. Louis Browns,Sportsman's Park IV,518796,SLB
1952,NL,SLN,STL,,3,N,St. Louis Cardinals,Sportsman's Park IV,913113,STL
1952,AL,WS1,MIN,,5,N,Washington Senators,Griffith Stadium I,699457,WSH
1953,AL,BOS,BOS,,4,N,Boston Red Sox,Fenway Park II,1026133,BOS
1953,NL,BRO,LAD,,1,N,Brooklyn Dodgers,Ebbets Field,1163419,BRO
1953,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,1191353,CHW
1953,NL,CHN,CHC,,7,N,Chicago Cubs,Wrigley Field,763658,CHC
1953,NL,CIN,CIN,,6,N,Cincinnati Reds,Crosley Field,548086,CIN
1953,AL,CLE,CLE,,2,N,Cleveland Indians,Cleveland Stadium,1069176,CLE
1953,AL,DET,DET,,6,N,Detroit Tigers,Briggs Stadium,884658,DET
1953,NL,ML1,ATL,,2,N,Milwaukee Braves,County Stadium,1826397,MLN
1953,NL,NY1,SFG,,5,N,New York Giants,Polo Grounds IV,811518,NYG
1953,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,1537811,NYY
1953,AL,PHA,OAK,,7,N,Philadelphia Athletics,Connie Mack Stadium,362113,PHA
1953,NL,PHI,PHI,,3,N,Philadelphia Phillies,Connie Mack Stadium,853644,PHI
1953,NL,PIT,PIT,,8,N,Pittsburgh Pirates,Forbes Field,572757,PIT
1953,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park IV,297238,SLB
1953,NL,SLN,STL,,3,N,St. Louis Cardinals,Sportsman's Park IV,880242,STL
1953,AL,WS1,MIN,,5,N,Washington Senators,Griffith Stadium I,595594,WSH
1954,AL,BAL,BAL,,7,N,Baltimore Orioles,Memorial Stadium,1060910,BAL
1954,AL,BOS,BOS,,4,N,Boston Red Sox,Fenway Park II,931127,BOS
1954,NL,BRO,LAD,,2,N,Brooklyn Dodgers,Ebbets Field,1020531,BRO
1954,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,1231629,CHW
1954,NL,CHN,CHC,,7,N,Chicago Cubs,Wrigley Field,748183,CHC
1954,NL,CIN,CIN,,5,N,Cincinnati Redlegs,Crosley Field,704167,CIN
1954,AL,CLE,CLE,,1,N,Cleveland Indians,Cleveland Stadium,1335472,CLE
1954,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,1079847,DET
1954,NL,ML1,ATL,,3,N,Milwaukee Braves,County Stadium,2131388,MLN
1954,NL,NY1,SFG,,1,Y,New York Giants,Polo Grounds IV,1155067,NYG
1954,AL,NYA,NYY,,2,N,New York Yankees,Yankee Stadium I,1475171,NYY
1954,AL,PHA,OAK,,8,N,Philadelphia Athletics,Connie Mack Stadium,304666,PHA
1954,NL,PHI,PHI,,4,N,Philadelphia Phillies,Connie Mack Stadium,738991,PHI
1954,NL,PIT,PIT,,8,N,Pittsburgh Pirates,Forbes Field,475494,PIT
1954,NL,SLN,STL,,6,N,St. Louis Cardinals,Sportsman's Park IV,1039698,STL
1954,AL,WS1,MIN,,6,N,Washington Senators,Griffith Stadium I,503542,WSH
1955,AL,BAL,BAL,,7,N,Baltimore Orioles,Memorial Stadium,852039,BAL
1955,AL,BOS,BOS,,4,N,Boston Red Sox,Fenway Park II,1203200,BOS
1955,NL,BRO,LAD,,1,Y,Brooklyn Dodgers,Ebbets Field,1033589,BRO
1955,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,1175684,CHW
1955,NL,CHN,CHC,,6,N,Chicago Cubs,Wrigley Field,875800,CHC
1955,NL,CIN,CIN,,5,N,Cincinnati Redlegs,Crosley Field,693662,CIN
1955,AL,CLE,CLE,,2,N,Cleveland Indians,Cleveland Stadium,1221780,CLE
1955,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,1181838,DET
1955,AL,KC1,OAK,,6,N,Kansas City Athletics,Municipal Stadium I,1393054,KCA
1955,NL,ML1,ATL,,2,N,Milwaukee Braves,County Stadium,2005836,MLN
1955,NL,NY1,SFG,,3,N,New York Giants,Polo Grounds IV,824112,NYG
1955,AL,NYA,NYY,,1,N,New York Yankees,Yankee Stadium I,1490138,NYY
1955,NL,PHI,PHI,,4,N,Philadelphia Phillies,Connie Mack Stadium,922886,PHI
1955,NL,PIT,PIT,,8,N,Pittsburgh Pirates,Forbes Field,469397,PIT
1955,NL,SLN,STL,,7,N,St. Louis Cardinals,Sportsman's Park IV,849130,STL
1955,AL,WS1,MIN,,8,N,Washington Senators,Griffith Stadium I,425238,WSH
1956,AL,BAL,BAL,,6,N,Baltimore Orioles,Memorial Stadium,901201,BAL
1956,AL,BOS,BOS,,4,N,Boston Red Sox,Fenway Park II,1137158,BOS
1956,NL,BRO,LAD,,1,N,Brooklyn Dodgers,Ebbets Field,1213562,BRO
1956,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,1000090,CHW
1956,NL,CHN,CHC,,8,N,Chicago Cubs,Wrigley Field,720118,CHC
1956,NL,CIN,CIN,,3,N,Cincinnati Redlegs,Crosley Field,1125928,CIN
1956,AL,CLE,CLE,,2,N,Cleveland Indians,Cleveland Stadium,865467,CLE
1956,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,1051182,DET
1956,AL,KC1,OAK,,8,N,Kansas City Athletics,Municipal Stadium I,1015154,KCA
1956,NL,ML1,ATL,,2,N,Milwaukee Braves,County Stadium,2046331,MLN
1956,NL,NY1,SFG,,6,N,New York Giants,Polo Grounds IV,629179,NYG
1956,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,1491784,NYY
1956,NL,PHI,PHI,,5,N,Philadelphia Phillies,Connie Mack Stadium,934798,PHI
1956,NL,PIT,PIT,,7,N,Pittsburgh Pirates,Forbes Field,949878,PIT
1956,NL,SLN,STL,,4,N,St. Louis Cardinals,Sportsman's Park IV,1029773,STL
1956,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium II,431647,WSH
1957,AL,BAL,BAL,,5,N,Baltimore Orioles,Memorial Stadium,1029581,BAL
1957,AL,BOS,BOS,,3,N,Boston Red Sox,Fenway Park II,1181087,BOS
1957,NL,BRO,LAD,,3,N,Brooklyn Dodgers,Ebbets Field,1028258,BRO
1957,AL,CHA,CHW,,2,N,Chicago White Sox,Comiskey Park,1135668,CHW
1957,NL,CHN,CHC,,7,N,Chicago Cubs,Wrigley Field,670629,CHC
1957,NL,CIN,CIN,,4,N,Cincinnati Redlegs,Crosley Field,1070850,CIN
1957,AL,CLE,CLE,,6,N,Cleveland Indians,Cleveland Stadium,722256,CLE
1957,AL,DET,DET,,4,N,Detroit Tigers,Briggs Stadium,1272346,DET
1957,AL,KC1,OAK,,7,N,Kansas City Athletics,Municipal Stadium I,901067,KCA
1957,NL,ML1,ATL,,1,Y,Milwaukee Braves,County Stadium,2215404,MLN
1957,NL,NY1,SFG,,6,N,New York Giants,Polo Grounds IV,653923,NYG
1957,AL,NYA,NYY,,1,N,New York Yankees,Yankee Stadium I,1497134,NYY
1957,NL,PHI,PHI,,5,N,Philadelphia Phillies,Connie Mack Stadium,1146230,PHI
1957,NL,PIT,PIT,,7,N,Pittsburgh Pirates,Forbes Field,850732,PIT
1957,NL,SLN,STL,,2,N,St. Louis Cardinals,Sportsman's Park IV,1183575,STL
1957,AL,WS1,MIN,,8,N,Washington Senators,Griffith Stadium II,457079,WSH
1958,AL,BAL,BAL,,6,N,Baltimore Orioles,Memorial Stadium,829991,BAL
1958,AL,BOS,BOS,,3,N,Boston Red Sox,Fenway Park II,1077047,BOS
1958,AL,CHA,CHW,,2,N,Chicago White Sox,Comiskey Park,797451,CHW
1958,NL,CHN,CHC,,5,N,Chicago Cubs,Wrigley Field,979904,CHC
1958,NL,CIN,CIN,,4,N,Cincinnati Redlegs,Crosley Field,788582,CIN
1958,AL,CLE,CLE,,4,N,Cleveland Indians,Cleveland Stadium,663805,CLE
1958,AL,DET,DET,,5,N,Detroit Tigers,Briggs Stadium,1098924,DET
1958,AL,KC1,OAK,,7,N,Kansas City Athletics,Municipal Stadium I,925090,KCA
1958,NL,LAN,LAD,,7,N,Los Angeles Dodgers,Los Angeles Memorial Coliseum,1845556,LAD
1958,NL,ML1,ATL,,1,N,Milwaukee Braves,County Stadium,1971101,MLN
1958,AL,NYA,NYY,,1,Y,New York Yankees,Yankee Stadium I,1428438,NYY
1958,NL,PHI,PHI,,8,N,Philadelphia Phillies,Connie Mack Stadium,931110,PHI
1958,NL,PIT,PIT,,2,N,Pittsburgh Pirates,Forbes Field,1311988,PIT
1958,NL,SFN,SFG,,3,N,San Francisco Giants,Seals Stadium,1272625,SFG
1958,NL,SLN,STL,,5,N,St. Louis Cardinals,Sportsman's Park IV,1063730,STL
1958,AL,WS1,MIN,,8,N,Washington Senators,Griffith Stadium II,475288,WSH
1959,AL,BAL,BAL,,6,N,Baltimore Orioles,Memorial Stadium,891926,BAL
1959,AL,BOS,BOS,,5,N,Boston Red Sox,Fenway Park II,984102,BOS
1959,AL,CHA,CHW,,1,N,Chicago White Sox,Comiskey Park,1423144,CHW
1959,NL,CHN,CHC,,5,N,Chicago Cubs,Wrigley Field,858255,CHC
1959,NL,CIN,CIN,,5,N,Cincinnati Redlegs,Crosley Field,801298,CIN
1959,AL,CLE,CLE,,2,N,Cleveland Indians,Cleveland Stadium,1497976,CLE
1959,AL,DET,DET,,4,N,Detroit Tigers,Briggs Stadium,1221221,DET
1959,AL,KC1,OAK,,7,N,Kansas City Athletics,Municipal Stadium I,963683,KCA
1959,NL,LAN,LAD,,1,Y,Los Angeles Dodgers,Los Angeles Memorial Coliseum,2071045,LAD
1959,NL,ML1,ATL,,2,N,Milwaukee Braves,County Stadium,1749112,MLN
1959,AL,NYA,NYY,,3,N,New York Yankees,Yankee Stadium I,1552030,NYY
1959,NL,PHI,PHI,,8,N,Philadelphia Phillies,Connie Mack Stadium,802815,PHI
1959,NL,PIT,PIT,,4,N,Pittsburgh Pirates,Forbes Field,1359917,PIT
1959,NL,SFN,SFG,,3,N,San Francisco Giants,Seals Stadium,1422130,SFG
1959,NL,SLN,STL,,7,N,St. Louis Cardinals,Sportsman's Park IV,929953,STL
1959,AL,WS1,MIN,,8,N,Washington Senators,Griffith Stadium II,615372,WSH
1960,AL,BAL,BAL,,2,N,Baltimore Orioles,Memorial Stadium,1187849,BAL
1960,AL,BOS,BOS,,7,N,Boston Red Sox,Fenway Park II,1129866,BOS
1960,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,1644460,CHW
1960,NL,CHN,CHC,,7,N,Chicago Cubs,Wrigley Field,809770,CHC
1960,NL,CIN,CIN,,6,N,Cincinnati Reds,Crosley Field,663486,CIN
1960,AL,CLE,CLE,,4,N,Cleveland Indians,Cleveland Stadium,950985,CLE
1960,AL,DET,DET,,6,N,Detroit Tigers,Briggs Stadium,1167669,DET
1960,AL,KC1,OAK,,8,N,Kansas City Athletics,Municipal Stadium I,774944,KCA
1960,NL,LAN,LAD,,4,N,Los Angeles Dodgers,Los Angeles Memorial Coliseum,2253887,LAD
1960,NL,ML1,ATL,,2,N,Milwaukee Braves,County Stadium,1497799,MLN
1960,AL,NYA,NYY,,1,N,New York Yankees,Yankee Stadium I,1627349,NYY
1960,NL,PHI,PHI,,8,N,Philadelphia Phillies,Connie Mack Stadium,862205,PHI
1960,NL,PIT,PIT,,1,Y,Pittsburgh Pirates,Forbes Field,1705828,PIT
1960,NL,SFN,SFG,,5,N,San Francisco Giants,Candlestick Park,1795356,SFG
1960,NL,SLN,STL,,3,N,St. Louis Cardinals,Sportsman's Park IV,1096632,STL
1960,AL,WS1,MIN,,5,N,Washington Senators,Griffith Stadium II,743404,WSH
1961,AL,BAL,BAL,,3,N,Baltimore Orioles,Memorial Stadium,951089,BAL
